city,latitude,longitude,additional_info,address,area,guest_recommendation,hotel_description,hotel_facilities,hotel_star_rating,property_name,property_id,property_type,province,review_count_by_category,room_area,room_facilities,room_type,site_review_count,site_review_rating,site_stay_review_rating,state,uniq_id
Ernakulam,9.9312328,76.2673041,,"H.No: 1/959 A1, Melpara House, Near Santa Cruz Basilica, K.B Jacob Road,Kottavalappu, Fort Kochi",Fort Kochi,,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Parking Facilities Available|Local Tour / Travel Desk|Power Backup|Fire Safety|Fire Exit Signs|First-Aid Kit at Front Desk,0,Church View Homestay,HTLGBO1000068788,Homestay,Ernakulam,,,"Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Telephone|Mineral Water|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|HD / LCD Satellite TV",Standard Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,b88b5b4985a78d13bbdb9a1c4819981a
Kochi,9.891795676,76.30911437,Swimming Pool|Room Service,"CLOUD 9 HOLIDAYS LAKE RESORT, KOPPANALIL ROAD, KUMBALAM",Ernakulam,,The standard check-in time is 11:00 AM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly ID cards are mandatory during the time check in.,Swimming Pool|Doctor on Call|Parking Facilities Available|Pets Allowed|Power Backup|Gardens|Smoking Rooms|Free Local Calls|Picnic Area|Smoking Area |Extra Person / Child - Share the same room|Kids Play Zone| Drivers Rest Room|Family Room|Room Service (24 Hours)|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Room Service|Pest Control Facility,0,Cloud 9 Holidays Lake Resort,HTLGBO1000079880,Service Apartment,Kochi,,,"Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Video/ DVD/ CD Player Available|Ceiling Fan|Ensuite / Private Bathroom|Iron / Ironing board available|Tea Coffee Kettle / Maker|Kitchenette|Refrigerator|Stove / Oven|Telephone|Breakfast Available (surcharge)|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Makeup / Shaving Mirror|Premium Amenities / Toiletries|Second Bathrooms|Coffee Table|Wardrobe|HD / LCD Satellite TV |Private Garden|TV|Mirror|Mini Refrigerator|Gas Cylinder - Chargeable|Local Calls Free|Dressing Area|Luggage Rack|Attached Bathroom|Clothes Hook in Bathroom|Curtains/Shades|Daily Room Cleaning|Dustbins|Extra Toilteries on Demand|In-room Storage Space|Rooms with Attached Bathrooms|Sanitary Bin|Sufficient Lighting|Complimentary Use of Bicycle|Breakfast chargeable",Deluxe,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,69a8d4d11d3dfd5b4ccf3e04dd86ac19
Palakkad,10.8388057,76.690357,,"Malampuzha Dam, Palakkad - 678651, Near Fantasy Park","Malampuzha Dam, Palakkad - 678651, Near Fantasy Park",,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas  New year dates, High season  long weekend dates  extra supplement will be charged over  above the paid rates as per actual  hotel discretion.",Doctor on Call|Parking Facilities Available|Front Desk|Public Restrooms,0,Devi Residency,HTLGBO1000074366,Hotel,Palakkad,,,Room Service |Basic Bathroom Amenities|Video/ DVD/ CD Player Available|Ceiling Fan,Suite,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,70604fa326008ccb5b7e6ef89765ab41
Alappuzha,9.4980667,76.3388484,Room Service|Internet Access|Free Internet,"Starting Point, Nehru Trophy Ward, Alappuzha",Finishing Point Road,,The standard check-in time is 12:00 PM and the standard check-out time is 09:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Dry Cleaning|Parking Facilities Available|Front Desk|Locker Facility|24 Hour Front Desk|Luggage Storage|Power Backup|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility|Internet Access|Room Service|Fire Safety|CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days,0,Desire Premium houseboat,HTLGBO1000067654,Houseboat,Alappuzha,,,"Room Service |Alarm Clock|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Telephone|Newspapers|Reading Lamps|Mineral Water|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|TV|Mirror|Luggage Rack|Attached Bathroom|Curtains/Shades|Daily Room Cleaning|Dustbins",Premium room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,abfa54f5e624b18c5b56f12a42be0644
Kozhikode,11.2564576,75.8040022,Room Service|Internet Access|Gym/Spa|Swimming Pool|Restaurant|Free Internet,"28/1940A, Thondayad bypass Road, Kozhikode, Kerala",Kozhikode,84,The standard check-in time is 11:00 AM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 24 hrs check in and check out children below six years complimentary Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Swimming Pool|Airport Transfer Available / Surcharge|Banquet Facilities|Business Center |Currency Exchange|Doctor on Call|Dry Cleaning|Gift Shop |Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Medical Assistance Available|Air-Conditioning - Central|Welcome Drinks|Power Backup|Wake-up Call / Service|Fitness Equipment|Porter / Bellhop|Coffee Shop / Cafe|Conference Facility |Fax Machine|Wheelchair Accessibility - Room|In House Events |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Car Rental|Express Laundry|Taxi Services|Food Facility|Internet Access Free|Family Room|Room Service (24 Hours)|STD / ISD|Baggage Room|Internet / Fax (Reception area only)|Outdoor Parking - Secured|Room Service,4,Copper Folia,HTLGBO1000008603,Hotel,Kozhikode,positive reviews::74|critical reviews::2|reviews with images::15,15 X 15 Sq.ft.,Cable / Satellite / Pay TV available|Telephone|Custom Duvets / Linen|Attached Bathroom,Superior Room,76,4.4,Service Quality::4.5|Amenities::4.5|Food and Drinks::4.5|Value for Money::4.5|Location::4.4|Cleanliness::4.6,Kerala,f488017b1f84dcb22c73fb45cdafc0a6
Ernakulam,9.9312328,76.2673041,Room Service,"Appasseril Building, INTUC.Jn, Nettor P.O ,Kochi",Others,,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Front Desk|Power Backup|Room Service|Fire Safety,0,Desire Family Cruises,HTLGBO1000067638,Houseboat,Ernakulam,,,Room Service |Air Conditioning |Alarm Clock|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Attached Bathroom,Premium room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,85e9804214c4548d60064166bffef1f0
Alappuzha,9.523546219,76.31167603,,"Marari,Thumpoly Beach Road ,Near Thumploy church",Others,100,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Doctor on Call,0,Colonel Beach Villa,HTLGBO1000040774,Homestay,Alappuzha,positive reviews::0|critical reviews::1|reviews with images::0,,Ceiling Fan| Hot / Cold Running Water|Toiletries|Mirror,Deluxe Room,1,1,Service Quality::1.0|Amenities::1.0|Food and Drinks::1.0|Value for Money::1.0|Location::1.0|Cleanliness::1.0,Kerala,65600276ecdce713364b6153a5be338b
Thekkady,9.614073788,77.14037922,Room Service|Gym/Spa|Swimming Pool|Restaurant|Free Internet,"Murikkady P.O, Kumily, Idukki Distt, Kerala",Kumily,64,The standard check-in time is 01:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Child policy: Below 5 years complimentary. 5-12 years will be treated as child and will be charged as per rates/package guidelines. Children above 12 will be treated as adults. Breakfast buffet timings 07:30 am to 11:00 am No refund for reservation between 20th December to 5th January. **** Compulsory Supplement charges to be paid at hotel directly at the time of check-in **** Mandatory New Year Gala Dinner Charges on 31st Dec at Rs.3750 per adult and Rs.1750 per child (05-12 Yrs) Mandatory Christmas Gala Dinner charges on 24th Dec at Rs.2000 per adult and Rs.1000 per child (05-12 Yrs) Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Swimming Pool|Doctor on Call|Health Club / Gym Facility Available|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Spa On Site - Chargeable|24 Hour Front Desk|Air-Conditioning - Central|Coffee Shop / Cafe|Internet Access Free|Room Service (24 Hours),4,Citrus Thekaddy Wild Corridor,HTLGBO1000003740,Resort,Thekkady,positive reviews::14|critical reviews::3|reviews with images::2,22 X 22 Sq.ft.,Cable / Satellite / Pay TV available|Ceiling Fan|Telephone|Shower Facility Available|Newspapers|Shower Caps Available|Mineral Water| Hot / Cold Running Water|Toiletries|Shaving Kit /Dental Kit|Safe (on request)|Coffee Table|Stationery Kit|Attached Bathroom,Deluxe Valley View,17,4,Service Quality::4.3|Amenities::4.2|Food and Drinks::4.2|Value for Money::4.4|Location::4.5|Cleanliness::4.3,Kerala,5fe26d7912bb8cb9b6e6cbcb50ed5db2
Thrissur,10.5209244,76.2124515,,"HOTEL POORAM INTERNATIONAL Kuruppam Road, Thrissur, Kerala  680001",Kuruppam Road/T.B Road,75,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Parking Facilities Available|Front Desk,4,HOTEL POORAM INTERNATIONAL,HTLGBO1000059598,Hotel,Thrissur,positive reviews::12|critical reviews::0|reviews with images::0,,Room Service |Basic Bathroom Amenities| Hot / Cold Running Water|Housekeeping|Desk in Room,DELUXE ROOM,12,4.3,Service Quality::4.1|Amenities::3.9|Food and Drinks::4.0|Value for Money::4.3|Location::4.7|Cleanliness::4.0,Kerala,43767bcdf1f21cde41432b376803092b
Thrissur,10.52955082,76.21457974,Room Service|Free Internet,"Paliyam Road, Near North Bus Stand",Warriam Lane,50,"The standard check-in time is 07:00 AM and the standard check-out time is 06:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates , extra supplement will be charged over and above the paid rates as per actual and hotel discretion",Laundry Service Available|Lift / Elevator|Front Desk|Power Backup|Internet Access Free|Room Service (24 Hours)|Speciality Restaurant,0,Hotel Palace Tower,HTLGBO1000076798,Hotel,Thrissur,positive reviews::1|critical reviews::1|reviews with images::1,,Room Service |Air Conditioning |Cable / Satellite / Pay TV available|Ceiling Fan|Newspapers|Desk in Room,Double Room Ac,2,3,Service Quality::3.0|Amenities::2.5|Food and Drinks::4.0|Value for Money::2.5|Location::3.5|Cleanliness::4.0,Kerala,81379d5929b4c9e11d044ffa3d511d28
Ernakulam,10.1123296,76.3477052,Room Service|Internet Access|Restaurant|Free Internet,"Near Marthanda Varma Bridge Aluva, Ernakulam Dist Pin: 683101","Kochi Airport, Nedumbassery",85,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Terms and Conditions: It is mandatory for guests to present valid Govt photo identification at the time of check-in.,Banquet Facilities|Business Center |Doctor on Call|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|24 Hour Front Desk|Open Air Restaurant / Dining |Car Rental|Taxi Services|Board Room|Internet Access Free|Room Service (24 Hours)|Party hall|STD / ISD|Internet / Fax (Reception area only)|Parking Facility,3,Hotel Periyaar,HTLGBO1000009917,Hotel,Ernakulam,positive reviews::68|critical reviews::6|reviews with images::10,,Room Service |Air Conditioning |Internet Connection In Room|Telephone|Breakfast Available,Deluxe A/C,74,4.1,Service Quality::3.9|Amenities::4.0|Food and Drinks::4.2|Value for Money::4.1|Location::4.1|Cleanliness::4.2,Kerala,f7f25ead55c3490e06a7b9473a1a416f
